cell_id,orig_obs_idx,role,gene_transcript
k562_154581,154581,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_154618,154618,nt,NT_POOL
k562_154623,154623,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_154678,154678,nt,NT_POOL
k562_154697,154697,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_154790,154790,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_154793,154793,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_154825,154825,nt,NT_POOL
k562_154898,154898,nt,NT_POOL
k562_154901,154901,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_154919,154919,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_154927,154927,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_154945,154945,nt,NT_POOL
k562_154956,154956,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_154994,154994,nt,NT_POOL
k562_155107,155107,nt,NT_POOL
k562_155191,155191,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_155214,155214,nt,NT_POOL
k562_155277,155277,nt,NT_POOL
k562_155340,155340,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_155354,155354,nt,NT_POOL
k562_155457,155457,nt,NT_POOL
k562_155487,155487,nt,NT_POOL
k562_155617,155617,nt,NT_POOL
k562_155707,155707,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_155738,155738,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_155754,155754,nt,NT_POOL
k562_155756,155756,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_155821,155821,nt,NT_POOL
k562_155873,155873,nt,NT_POOL
k562_155918,155918,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_155925,155925,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_156006,156006,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_156067,156067,nt,NT_POOL
k562_156099,156099,nt,NT_POOL
k562_156250,156250,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_156288,156288,nt,NT_POOL
k562_156306,156306,nt,NT_POOL
k562_156329,156329,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_156388,156388,nt,NT_POOL
k562_156464,156464,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_156504,156504,nt,NT_POOL
k562_156575,156575,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_156614,156614,nt,NT_POOL
k562_156696,156696,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_156706,156706,nt,NT_POOL
k562_156909,156909,nt,NT_POOL
k562_156935,156935,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_157006,157006,nt,NT_POOL
k562_157013,157013,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_157040,157040,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_157053,157053,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_157074,157074,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_157087,157087,nt,NT_POOL
k562_157100,157100,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_157120,157120,nt,NT_POOL
k562_157223,157223,nt,NT_POOL
k562_157338,157338,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_157391,157391,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_157442,157442,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_157470,157470,nt,NT_POOL
k562_157534,157534,nt,NT_POOL
k562_157595,157595,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_157606,157606,nt,NT_POOL
k562_157618,157618,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_157670,157670,nt,NT_POOL
k562_157692,157692,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_157814,157814,nt,NT_POOL
k562_158049,158049,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_158106,158106,nt,NT_POOL
k562_158111,158111,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_158147,158147,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_158152,158152,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_158184,158184,nt,NT_POOL
k562_158243,158243,nt,NT_POOL
k562_158247,158247,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_158340,158340,nt,NT_POOL
k562_158452,158452,nt,NT_POOL
k562_158526,158526,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_158671,158671,nt,NT_POOL
k562_158763,158763,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_158770,158770,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_158795,158795,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_158858,158858,nt,NT_POOL
k562_158862,158862,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_158900,158900,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_158911,158911,nt,NT_POOL
k562_158922,158922,nt,NT_POOL
k562_159000,159000,nt,NT_POOL
k562_159072,159072,nt,NT_POOL
k562_159129,159129,nt,NT_POOL
k562_159245,159245,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_159285,159285,nt,NT_POOL
k562_159356,159356,nt,NT_POOL
k562_159385,159385,nt,NT_POOL
k562_159560,159560,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_159570,159570,nt,NT_POOL
k562_159626,159626,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_159645,159645,nt,NT_POOL
k562_159693,159693,nt,NT_POOL
k562_159716,159716,nt,NT_POOL
k562_159749,159749,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_159944,159944,nt,NT_POOL
k562_159996,159996,nt,NT_POOL
k562_160071,160071,nt,NT_POOL
k562_160092,160092,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_160122,160122,nt,NT_POOL
k562_160152,160152,nt,NT_POOL
k562_160235,160235,nt,NT_POOL
k562_160273,160273,nt,NT_POOL
k562_160311,160311,nt,NT_POOL
k562_160360,160360,nt,NT_POOL
k562_160414,160414,nt,NT_POOL
k562_160444,160444,nt,NT_POOL
k562_160472,160472,nt,NT_POOL
k562_160623,160623,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_160626,160626,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_160645,160645,nt,NT_POOL
k562_160723,160723,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_160733,160733,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_160751,160751,nt,NT_POOL
k562_160832,160832,nt,NT_POOL
k562_160899,160899,nt,NT_POOL
k562_160969,160969,nt,NT_POOL
k562_161054,161054,nt,NT_POOL
k562_161092,161092,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_161135,161135,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_161136,161136,nt,NT_POOL
k562_161211,161211,nt,NT_POOL
k562_161227,161227,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_161269,161269,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_161356,161356,nt,NT_POOL
k562_161389,161389,nt,NT_POOL
k562_161439,161439,nt,NT_POOL
k562_161454,161454,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_161526,161526,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_161554,161554,nt,NT_POOL
k562_161611,161611,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_161631,161631,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_161677,161677,nt,NT_POOL
k562_161702,161702,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_161851,161851,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_161895,161895,nt,NT_POOL
k562_161938,161938,nt,NT_POOL
k562_161979,161979,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_162109,162109,nt,NT_POOL
k562_162254,162254,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_162299,162299,nt,NT_POOL
k562_162370,162370,nt,NT_POOL
k562_162416,162416,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_162501,162501,nt,NT_POOL
k562_162570,162570,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_162587,162587,nt,NT_POOL
k562_162685,162685,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_162689,162689,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_162709,162709,nt,NT_POOL
k562_162779,162779,nt,NT_POOL
k562_162839,162839,nt,NT_POOL
k562_162842,162842,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_162879,162879,nt,NT_POOL
k562_162964,162964,nt,NT_POOL
k562_163010,163010,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_163069,163069,nt,NT_POOL
k562_163109,163109,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_163224,163224,nt,NT_POOL
k562_163307,163307,nt,NT_POOL
k562_163385,163385,nt,NT_POOL
k562_163424,163424,nt,NT_POOL
k562_163527,163527,nt,NT_POOL
k562_163585,163585,nt,NT_POOL
k562_163669,163669,nt,NT_POOL
k562_163766,163766,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_163809,163809,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_163842,163842,nt,NT_POOL
k562_163932,163932,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_163943,163943,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_163949,163949,nt,NT_POOL
k562_163950,163950,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_163996,163996,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_164029,164029,nt,NT_POOL
k562_164122,164122,nt,NT_POOL
k562_164236,164236,nt,NT_POOL
k562_164323,164323,nt,NT_POOL
k562_164375,164375,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_164536,164536,nt,NT_POOL
k562_164634,164634,nt,NT_POOL
k562_164747,164747,nt,NT_POOL
k562_164781,164781,nt,NT_POOL
k562_164818,164818,nt,NT_POOL
k562_164913,164913,nt,NT_POOL
k562_164946,164946,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_164976,164976,nt,NT_POOL
k562_165035,165035,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_165064,165064,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_165076,165076,nt,NT_POOL
k562_165124,165124,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_165127,165127,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_165198,165198,nt,NT_POOL
k562_165234,165234,nt,NT_POOL
k562_165276,165276,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_165306,165306,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_165307,165307,nt,NT_POOL
k562_165325,165325,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_165365,165365,nt,NT_POOL
k562_165379,165379,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_165394,165394,nt,NT_POOL
k562_165411,165411,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_165457,165457,nt,NT_POOL
k562_165597,165597,nt,NT_POOL
k562_165685,165685,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_165734,165734,nt,NT_POOL
k562_165819,165819,nt,NT_POOL
k562_165907,165907,nt,NT_POOL
k562_166017,166017,nt,NT_POOL
k562_166018,166018,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_166043,166043,nt,NT_POOL
k562_166110,166110,nt,NT_POOL
k562_166161,166161,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_166268,166268,nt,NT_POOL
k562_166312,166312,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_166316,166316,nt,NT_POOL
k562_166366,166366,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_166378,166378,nt,NT_POOL
k562_166421,166421,nt,NT_POOL
k562_166498,166498,nt,NT_POOL
k562_166558,166558,nt,NT_POOL
k562_166686,166686,nt,NT_POOL
k562_166766,166766,nt,NT_POOL
k562_166898,166898,nt,NT_POOL
k562_166984,166984,nt,NT_POOL
k562_167018,167018,nt,NT_POOL
k562_167224,167224,nt,NT_POOL
k562_167337,167337,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_167455,167455,nt,NT_POOL
k562_167506,167506,nt,NT_POOL
k562_167524,167524,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_167547,167547,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_167615,167615,nt,NT_POOL
k562_167637,167637,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_167647,167647,nt,NT_POOL
k562_167719,167719,nt,NT_POOL
k562_167728,167728,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_167806,167806,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_167826,167826,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_167847,167847,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_167881,167881,nt,NT_POOL
k562_167921,167921,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_167937,167937,nt,NT_POOL
k562_167975,167975,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_167995,167995,nt,NT_POOL
k562_168067,168067,nt,NT_POOL
k562_168116,168116,nt,NT_POOL
k562_168307,168307,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_168342,168342,nt,NT_POOL
k562_168459,168459,nt,NT_POOL
k562_168478,168478,nt,NT_POOL
k562_168578,168578,nt,NT_POOL
k562_168618,168618,nt,NT_POOL
k562_168741,168741,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_168782,168782,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_168794,168794,nt,NT_POOL
k562_168818,168818,nt,NT_POOL
k562_168823,168823,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_168846,168846,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_168872,168872,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_169022,169022,nt,NT_POOL
k562_169109,169109,nt,NT_POOL
k562_169158,169158,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_169172,169172,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_169176,169176,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_169196,169196,nt,NT_POOL
k562_169237,169237,nt,NT_POOL
k562_169271,169271,nt,NT_POOL
k562_169329,169329,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_169355,169355,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_169366,169366,nt,NT_POOL
k562_169413,169413,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_169430,169430,nt,NT_POOL
k562_169444,169444,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_169477,169477,nt,NT_POOL
k562_169496,169496,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_169569,169569,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_169577,169577,nt,NT_POOL
k562_169613,169613,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_169615,169615,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_169658,169658,nt,NT_POOL
k562_169728,169728,nt,NT_POOL
k562_169762,169762,nt,NT_POOL
k562_169850,169850,nt,NT_POOL
k562_169888,169888,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_169955,169955,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_169995,169995,nt,NT_POOL
k562_170127,170127,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_170155,170155,nt,NT_POOL
k562_170205,170205,nt,NT_POOL
k562_170264,170264,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_170307,170307,nt,NT_POOL
k562_170373,170373,nt,NT_POOL
k562_170504,170504,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_170506,170506,nt,NT_POOL
k562_170536,170536,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_170626,170626,nt,NT_POOL
k562_170739,170739,nt,NT_POOL
k562_170765,170765,nt,NT_POOL
k562_170845,170845,nt,NT_POOL
k562_170973,170973,nt,NT_POOL
k562_170996,170996,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_170998,170998,nt,NT_POOL
k562_171092,171092,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_171098,171098,nt,NT_POOL
k562_171136,171136,nt,NT_POOL
k562_171193,171193,nt,NT_POOL
k562_171217,171217,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_171249,171249,nt,NT_POOL
k562_171282,171282,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_171326,171326,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_171355,171355,nt,NT_POOL
k562_171365,171365,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_171418,171418,nt,NT_POOL
k562_171426,171426,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_171516,171516,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_171612,171612,nt,NT_POOL
k562_171659,171659,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_171678,171678,nt,NT_POOL
k562_171706,171706,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_171726,171726,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_171737,171737,nt,NT_POOL
k562_171776,171776,nt,NT_POOL
k562_171842,171842,nt,NT_POOL
k562_171888,171888,nt,NT_POOL
k562_171943,171943,nt,NT_POOL
k562_172042,172042,nt,NT_POOL
k562_172045,172045,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_172140,172140,nt,NT_POOL
k562_172181,172181,nt,NT_POOL
k562_172189,172189,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_172210,172210,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_172235,172235,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_172292,172292,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_172310,172310,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_172315,172315,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_172374,172374,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_172427,172427,nt,NT_POOL
k562_172510,172510,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_172580,172580,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_172586,172586,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_172677,172677,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_172747,172747,nt,NT_POOL
k562_172755,172755,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_172803,172803,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_172826,172826,nt,NT_POOL
k562_172858,172858,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_172934,172934,nt,NT_POOL
k562_172976,172976,nt,NT_POOL
k562_173099,173099,nt,NT_POOL
k562_173175,173175,nt,NT_POOL
k562_173235,173235,nt,NT_POOL
k562_173281,173281,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_173293,173293,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_173426,173426,nt,NT_POOL
k562_173476,173476,nt,NT_POOL
k562_173516,173516,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_173582,173582,nt,NT_POOL
k562_173662,173662,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_173681,173681,nt,NT_POOL
k562_173787,173787,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_173788,173788,nt,NT_POOL
k562_173847,173847,nt,NT_POOL
k562_173880,173880,nt,NT_POOL
k562_173949,173949,nt,NT_POOL
k562_173986,173986,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_174030,174030,nt,NT_POOL
k562_174092,174092,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_174146,174146,nt,NT_POOL
k562_174166,174166,nt,NT_POOL
k562_174197,174197,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_174264,174264,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_174295,174295,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_174302,174302,nt,NT_POOL
k562_174335,174335,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_174358,174358,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_174456,174456,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_174461,174461,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_174561,174561,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_174620,174620,nt,NT_POOL
k562_174632,174632,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_174722,174722,nt,NT_POOL
k562_174782,174782,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_174801,174801,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_174898,174898,nt,NT_POOL
k562_174973,174973,nt,NT_POOL
k562_175004,175004,nt,NT_POOL
k562_175096,175096,nt,NT_POOL
k562_175122,175122,nt,NT_POOL
k562_175151,175151,nt,NT_POOL
k562_175179,175179,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_175242,175242,nt,NT_POOL
k562_175298,175298,nt,NT_POOL
k562_175350,175350,nt,NT_POOL
k562_175397,175397,nt,NT_POOL
k562_175497,175497,nt,NT_POOL
k562_175593,175593,nt,NT_POOL
k562_175637,175637,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_175643,175643,nt,NT_POOL
k562_175696,175696,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_175755,175755,nt,NT_POOL
k562_175779,175779,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_175783,175783,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_175798,175798,nt,NT_POOL
k562_175856,175856,nt,NT_POOL
k562_175943,175943,nt,NT_POOL
k562_175993,175993,nt,NT_POOL
k562_176031,176031,nt,NT_POOL
k562_176131,176131,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_176156,176156,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_176216,176216,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_176223,176223,nt,NT_POOL
k562_176252,176252,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_176280,176280,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_176289,176289,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_176347,176347,nt,NT_POOL
k562_176384,176384,nt,NT_POOL
k562_176421,176421,nt,NT_POOL
k562_176497,176497,nt,NT_POOL
k562_176534,176534,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_176622,176622,nt,NT_POOL
k562_176652,176652,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_176702,176702,nt,NT_POOL
k562_176760,176760,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_176793,176793,nt,NT_POOL
k562_176796,176796,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_176968,176968,nt,NT_POOL
k562_176989,176989,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_177024,177024,nt,NT_POOL
k562_177055,177055,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_177069,177069,nt,NT_POOL
k562_177118,177118,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_177126,177126,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_177199,177199,nt,NT_POOL
k562_177333,177333,nt,NT_POOL
k562_177367,177367,nt,NT_POOL
k562_177426,177426,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_177437,177437,nt,NT_POOL
k562_177499,177499,nt,NT_POOL
k562_177618,177618,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_177619,177619,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_177650,177650,nt,NT_POOL
k562_177657,177657,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_177702,177702,nt,NT_POOL
k562_177873,177873,nt,NT_POOL
k562_177977,177977,nt,NT_POOL
k562_177983,177983,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_177997,177997,nt,NT_POOL
k562_178090,178090,nt,NT_POOL
k562_178115,178115,nt,NT_POOL
k562_178119,178119,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_178146,178146,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_178182,178182,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_178221,178221,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_178252,178252,nt,NT_POOL
k562_178369,178369,nt,NT_POOL
k562_178377,178377,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_178389,178389,nt,NT_POOL
k562_178443,178443,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_178451,178451,nt,NT_POOL
k562_178520,178520,nt,NT_POOL
k562_178568,178568,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_178618,178618,nt,NT_POOL
k562_178641,178641,nt,NT_POOL
k562_178686,178686,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_178794,178794,nt,NT_POOL
k562_178795,178795,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_178804,178804,nt,NT_POOL
k562_178812,178812,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_178849,178849,nt,NT_POOL
k562_178852,178852,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_178904,178904,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_178951,178951,nt,NT_POOL
k562_178972,178972,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_179036,179036,nt,NT_POOL
k562_179113,179113,nt,NT_POOL
k562_179122,179122,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_179148,179148,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_179178,179178,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_179196,179196,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_179202,179202,nt,NT_POOL
k562_179227,179227,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_179274,179274,nt,NT_POOL
k562_179346,179346,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_179372,179372,nt,NT_POOL
k562_179374,179374,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_179380,179380,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_179417,179417,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_179456,179456,nt,NT_POOL
k562_179460,179460,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_179517,179517,nt,NT_POOL
k562_179519,179519,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_179534,179534,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_179584,179584,nt,NT_POOL
k562_179617,179617,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_179653,179653,nt,NT_POOL
k562_179713,179713,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_179738,179738,nt,NT_POOL
k562_179781,179781,nt,NT_POOL
k562_179826,179826,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_179828,179828,nt,NT_POOL
k562_179834,179834,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_179931,179931,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_179949,179949,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_179980,179980,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_180003,180003,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_180072,180072,nt,NT_POOL
k562_180224,180224,nt,NT_POOL
k562_180350,180350,nt,NT_POOL
k562_180388,180388,nt,NT_POOL
k562_180566,180566,nt,NT_POOL
k562_180619,180619,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_180695,180695,nt,NT_POOL
k562_180729,180729,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_180752,180752,nt,NT_POOL
k562_180773,180773,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
